id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds;Price
8908966;5.220355825078324;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,Bathtub,""Babysitter recommendations"",""Pack ’n Play/travel crib""}";4;1.0;Real Bed;strict;True;LA;Welcome to Venice!  You will have the entire modern, 2nd floor, light and bright two bedroom one bath apartment to yourself. Minutes to restaurants, Venice beach, site seeing, shopping. Internet, cable, linens included, and secure parking! Sleeps 6. Welcome to Venice!  You will have the entire modern, renovated, light and bright two bedroom one bath apartment to yourself. This is a great location, close to all that Venice has to offer, on a quiet, friendly street. The apartment is on the second floor with a fully equipped kitchen, a washer and dryer and secure parking for one car. Rental also includes 2-4 bikes (adult size only & no helmets), wireless internet, TV with cable, HBO and Showtime plus a collection of movies on DVD.The bedrooms have queen sizes beds and the living room has a small desk with a good view. Linens and towels provided. And beach towels! The apartment can accommodate 6 if two people sleep on the sofa bed.  We can book one night if it is in a gap between guests. P;2011-11-26;t;t;100%;2011-10-07;f;2017-04-18;33.99750601746201;-118.47203289563706;Light Bright Venice Beach 2 bedroom;Venice;248;96.0;https://a0.muscache.com/im/pictures/57542540/e0479401_original.jpg?aki_policy=small;90291;2.0;3.0;184.99999999999994
10994968;4.48863636973214;House;Private room;"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";1;;Real Bed;moderate;True;LA;LOVELY ROOM Cozy, lots of light, twin/single bed (can open into a queen-size), nice closet, WiFi, in a large quaint old 1940's house/duplex in a safe quiet neighborhood. Walking neighborhood with easy access to bus stops.  WHO AM I? Share with me (I'm a comedy director, mid 30's & a really sweet artist in her 20's) I'm super easy going, kind, quiet, respectful, positive, funny, love to meet new people and happy to help you navigate the city. There are two friendly KITTIES! WHO YOU GET TO BE!! I want you to feel at home. You get the run of the house with us, a quaint fully loaded kitchen, living room, wifi, backyard, washer/dryer and easy/free street parking. MOST CENTRAL... ...you can get in Los Angeles! And the neighborhood has everything! WALK TO - Whole Foods, Post Office, Dry Cleaner, etc - LA's best restaurants: The World Famous Improv Comedy Club, The Grove, The Village Idiot, Animal, Urth Cafe, Belmont, Chateau Marmont & The Sunset Strip LONG WALK/SHORT DRIVE -Hollywood Walk of ;2011-05-20;t;t;100%;2011-04-01;f;2016-11-16;34.086337778005465;-118.364778260127;See Hollywood! The Most Central!;West Hollywood;46;99.0;https://a0.muscache.com/im/pictures/9790246/e998bd65_original.jpg?aki_policy=small;90046;1.0;1.0;88.99999999999999
5559765;4.356708826689592;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}";4;1.0;Real Bed;flexible;True;LA;Centrally located&very comfy, spacious one bedroom is the perfect place to stay in LA. This apartment will be everything you will need and more. This prvte apt has a pool, a large balcony , hot tub, laundry rm, & your own resrved prking spot!!!!! Also has fully equipped kitchen, AC, and is within walking distance to everything you'll need during ur stay!!;2017-03-18;t;f;50%;2016-10-24;t;2017-04-05;34.086308571477765;-118.27122668161104;Hollywood SpAcIoUs 1 BeDrOoM w/Pool;;1;;https://a0.muscache.com/im/pictures/3802cb32-32c3-43ae-bdf5-37dd21118dac.jpg?aki_policy=small;90026;1.0;2.0;78.0
15705862;4.382026634673881;Apartment;Private room;"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Iron}";2;1.0;Real Bed;moderate;True;NYC;Guest are provided face cloths, towels, soap, shampoo & conditioner and toothpaste. Other amenities include wifi, cable tv, walking distance to eateries and groceries, 4 minute walk to the train, 10 minute train ride to downtown Brooklyn, 25 minutes to Manhattan If you're looking for great bars, nice eateries or some tourists attraction, please feel free to ask. Walking distance from the 3 and 4 train. I also offer my services, instead of the guest taking cabs or Uber. I'm willing to take you to your destination for a fraction of the cost.;2017-07-07;t;t;90%;2012-08-07;t;2017-09-28;40.65921860626234;-73.9135134806542;Intimate Isolate Oasis;Brownsville;17;96.0;https://a0.muscache.com/im/pictures/1e02a7bf-15f1-4c14-926b-734fcc7feeee.jpg?aki_policy=small;11212;1.0;1.0;79.99999999999997
16904896;4.8283137373023015;House;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}";2;1.0;Real Bed;strict;True;SF;Beautiful, spacious, light-filled Edwardian house in quiet neighborhood with distinguished amenities, park-like setting view, and supreme location near the best of Golden Gate Park. FREE internet!!!FREE street parking*!!!FREE laundry!!! *There is A 2hr limit parking particularly on our street from 8am-6pm Monday-Friday. The street East and West of us do not have any parking restrictions. Parking permits are available for $5/day if necessary. NOTHING BEATS IT! Lovely Edwardian house (4 bedrooms and 3.5 bathrooms) in Inner Richmond neighborhood with distinguished amenities, park-like setting view and supreme location near the best of Golden Gate Park. Cozy Giants Room @Golden Gate Park (Go GIANTS!) is one of the bedrooms we have up for rent in our magnificent Edwardian house. HOUSEHOLD Guests will have access to all common areas in the Edwardian house (kitchen, TV room, glass atrium, living room with pool table, downstairs bathroom, sunny deck, and backyard), as well as their private bed;2014-03-24;t;t;100%;2013-12-26;t;2017-09-23;37.773727768421885;-122.4631287944048;Cozy Giants Room @Golden Gate Park;Richmond District;138;96.0;https://a0.muscache.com/im/pictures/38471493/2b93c7ac_original.jpg?aki_policy=small;94118;1.0;1.0;125.00000000000006
19813606;5.521460917862246;Condominium;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers}";5;2.0;Real Bed;strict;True;Chicago;Modern two bedroom condo with street parking. Rooftop complete with views of the lake, parks and Saturday night fireworks. Walking distance of Grant Park, Field Museum, Adler Planetarium, Chicago Art Institute and Shedd Aquarium.  A short drive or thirty minute walk from Millennium park. The bed in the second bedroom is a queen sized, no bar, foam mattress, sleeper sofa. Will not be available in person but will have doormen to help if needed Tucked away neighborhood with all of Chicago main attractions within a 30 minute walk. Close by the subway red line which take you to the heart of the city and Wrigley Field. Easy to catch taxi, Uber, or Lyft;;t;f;100%;2016-07-17;t;;41.861056990251015;-87.61930317226145;Modern condo close to parks and museums;South Loop/Printers Row;0;;https://a0.muscache.com/im/pictures/f61997c8-786e-4477-a46f-ace4f2a77878.jpg?aki_policy=small;60605;2.0;2.0;249.99999999999991
18191678;4.787491742782046;Apartment;Shared room;"{TV,""Air conditioning"",""Wheelchair accessible"",Pool,""Pets allowed"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";4;1.0;Real Bed;moderate;True;LA;"This apartment has a lot; from a private saunas to a well equipped gym! The location is surrounded by local restaurant and 2 blocks  from the Hollywood Stars -private gym -pool  -sauna -recreational room -private balcony I make my self available for my guest Very safe and everyone surrounding the complex is super friendly";;t;f;;2016-09-17;f;;34.107802780014374;-118.32006752783188;Luxury Apt Complex;;0;;https://a0.muscache.com/im/pictures/da9f8b4b-e273-404b-8f3e-47fba9f9fd43.jpg?aki_policy=small;90068;1.0;1.0;119.99999999999999
12428036;4.31748811353631;Apartment;Private room;"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}";8;1.0;Real Bed;moderate;True;LA;This large room can accommodate up to 8 people! There are 5 twin beds, 2 full beds, and 1 sofa bed.  Other rooms include a private living room, one private bathroom, and one shared kitchen. Laundry machine is available. Located near subway station. Beautiful Victorian style house.  You will have access to gated parking in the back. Guests will have access to the yard and parking lot. The room is large and is comfortable for up to 8 people. The room has its own bathroom. The kitchen and laundry room is shared with guests from two other airbnb bedrooms. I love to travel, and occasionally I am out of town. If I am in LA, I am more than happy to help the guests during their stay! Westlake is in a dynamic, diverse, and historic part of Los Angeles that is being revitalized. During the late 19th century and early 20th century, Westlake was one of the most desirable residential neighborhoods in LA. Wealthy businessmen, local celebrities, and socialites built extravagant mansions and took resi;2015-08-12;t;t;100%;2015-07-13;t;2017-04-14;34.05542344272837;-118.27520440447366;Spacious Room up to 8 Guests;Westlake;44;92.0;https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small;90057;1.0;7.0;74.99999999999997
11376382;5.783825182329737;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;flexible;False;LA;Come have a nice stay in the marina enjoying the view in this one bedroom , well located with great amenities Walking distance from all shopping centers and bike trails ready;2017-03-15;t;t;100%;2017-02-13;t;2017-03-15;33.97570796819605;-118.44959622477272;Amazing one bed in the marina;;1;80.0;https://a0.muscache.com/im/pictures/3444c30f-ab9a-47ad-8440-deb7c74e47ec.jpg?aki_policy=small;90292;1.0;1.0;324.99999999999994
15238989;5.521460917862246;Apartment;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Laptop friendly workspace""}";2;1.0;Real Bed;flexible;False;NYC;Beautiful apartment at the heart of the upper east side, perfect for any couple or family. The illustrious Upper East Side is widely renowned for its high-quality residential living and its world-class cultural institutions. This neighborhood is famous for being safe, green, and beautiful, so it’s no wonder that the Upper East Side is easily one of the most charming neighborhoods in Manhattan.;;t;f;100%;2015-05-13;f;;40.76893346318096;-73.95377172706938;Beautiful 1bd  at the heart of the UES;Upper East Side;0;;https://a0.muscache.com/im/pictures/5de7807d-bee8-4a93-bf93-ab7dee501b46.jpg?aki_policy=small;10021;1.0;1.0;249.99999999999991
5117069;4.007333185232471;Apartment;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";1;1.0;Real Bed;flexible;False;NYC;"Spacious East Village apartment on a quiet street in the midst of a very cool and fun part of the city. Tons of restaurants and bars in the area with shopping nearby. We are looking for FEMALE residents only.  Near St. Mark's Place, SoHo, East & West Village, Union Square, and very close to many major subways (6,N,R and F are 5 minutes away; 1,2,3,4,5,6,L, and Q are 10 minutes walking) so you can truly go anywhere in the city easily.";;t;f;;2013-12-08;f;;40.72716681351783;-73.99099986603763;Bedroom in Spacious East Village Apt;East Village;0;;https://a0.muscache.com/im/pictures/85924fcf-f0c3-410f-9cda-0c1c94037321.jpg?aki_policy=small;10003.0;1.0;1.0;55.000000000000014
16246049;3.555348061489413;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,Shampoo,Hangers,""Laptop friendly workspace""}";2;1.0;Real Bed;flexible;False;NYC;roomy and comfortable apartment in the heart of Bushwick, a few blocks away from the L train. with cool restaurants and bars all around, and the best street art! this is a perfect spot for a couple who want to explore Brooklyn but still are just a few stops away from the city.;2017-08-30;t;f;100%;2013-08-13;f;2017-08-30;40.706312451628015;-73.9192193951951;bushwick star;Bushwick;1;;https://a0.muscache.com/im/pictures/5d49c251-f944-4c3c-a403-516b0b865eca.jpg?aki_policy=small;11237;1.0;1.0;34.99999999999998
